"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2018,11,17,"Akron","Oakland","N",85,65,NA,2
2018,11,18,"Akron","Northern Ky.","N",77,60,NA,2
2018,11,28,"Akron","Youngstown St.","V",61,72,NA,2
2018,12,1,"Akron","Eastern Ky.","H",63,54,NA,2
2018,12,5,"Akron","St. Bonaventure","H",67,58,NA,2
2018,12,8,"Akron","Butler","H",47,63,NA,2
2018,12,16,"Akron","Canisius","H",62,53,NA,2
2018,12,20,"Akron","Jackson St.","N",74,57,NA,2
2018,12,21,"Akron","UTEP","N",64,57,NA,2
2018,12,29,"Akron","Malone","H",NA,NA,NA,1
2019,1,5,"Akron","Central Mich.","V",NA,NA,NA,2
2019,1,9,"Akron","Western Mich.","V",NA,NA,NA,2
2019,1,12,"Akron","Bowling Green","H",NA,NA,NA,2
2019,1,16,"Akron","Eastern Mich.","H",NA,NA,NA,2
2019,1,19,"Akron","Northern Ill.","V",NA,NA,NA,2
2019,1,23,"Akron","Buffalo","V",NA,NA,NA,2
2019,1,26,"Akron","Toledo","H",NA,NA,NA,2
2019,2,2,"Akron","Kent St.","V",NA,NA,NA,2
2019,2,6,"Akron","Ohio","V",NA,NA,NA,2
2019,2,9,"Akron","Western Mich.","H",NA,NA,NA,2
2019,2,13,"Akron","Ball St.","H",NA,NA,NA,2
2019,2,16,"Akron","Miami (OH)","H",NA,NA,NA,2
2019,2,20,"Akron","Eastern Mich.","V",NA,NA,NA,2
2019,2,23,"Akron","Buffalo","H",NA,NA,NA,2
2019,2,27,"Akron","Bowling Green","V",NA,NA,NA,2
2019,3,2,"Akron","Ohio","V",NA,NA,NA,2
2019,3,6,"Akron","Kent St.","H",NA,NA,NA,2
2019,3,9,"Akron","Miami (OH)","V",NA,NA,NA,2
2018,11,7,"Alabama","Southeastern La.","H",88,40,NA,2
2018,11,13,"Alabama","Utah","V",62,72,NA,2
2018,11,15,"Alabama","SMU","V",62,61,1,2
2018,11,19,"Alabama","Clemson","H",76,56,NA,2
2018,11,23,"Alabama","Grambling","H",73,55,NA,2
2018,11,27,"Alabama","Stetson","H",59,47,NA,2
2018,12,1,"Alabama","Tulsa","N",73,80,NA,2
2018,12,2,"Alabama","Louisiana Tech","N",62,79,NA,2
2018,12,5,"Alabama","South Alabama","H",67,72,NA,2
2018,12,8,"Alabama","Tulane","H",69,58,NA,2
2018,12,16,"Alabama","Northwestern St.","H",87,73,NA,2
2018,12,20,"Alabama","Virginia","N",64,52,NA,2
2018,12,21,"Alabama","Miami (FL)","N",74,101,NA,2
2019,1,3,"Alabama","Florida","H",NA,NA,NA,2
2019,1,6,"Alabama","South Carolina","V",NA,NA,NA,2
2019,1,10,"Alabama","Auburn","H",NA,NA,NA,2
2019,1,13,"Alabama","Texas A&M","V",NA,NA,NA,2
2019,1,17,"Alabama","Tennessee","H",NA,NA,NA,2
2019,1,20,"Alabama","LSU","H",NA,NA,NA,2
2019,1,24,"Alabama","Arkansas","V",NA,NA,NA,2
2019,1,27,"Alabama","Georgia","V",NA,NA,NA,2
2019,2,3,"Alabama","Mississippi St.","H",NA,NA,NA,2
2019,2,7,"Alabama","Florida","V",NA,NA,NA,2
2019,2,11,"Alabama","Kentucky","H",NA,NA,NA,2
2019,2,17,"Alabama","Auburn","V",NA,NA,NA,2
2019,2,21,"Alabama","Vanderbilt","V",NA,NA,NA,2
2019,2,24,"Alabama","Georgia","H",NA,NA,NA,2
2019,2,28,"Alabama","Ole Miss","H",NA,NA,NA,2
2019,3,3,"Alabama","Missouri","V",NA,NA,NA,2
2018,11,7,"Alabama A&M","Illinois","V",60,88,NA,2
2018,11,13,"Alabama A&M","Tennessee St.","H",67,57,NA,2
2018,11,15,"Alabama A&M","Lipscomb","H",58,62,NA,2
2018,11,18,"Alabama A&M","Kansas","V",54,65,NA,2
2018,11,28,"Alabama A&M","UAB","V",47,82,NA,2
2018,12,1,"Alabama A&M","Murray St.","V",59,53,NA,2
2018,12,9,"Alabama A&M","Austin Peay","V",58,75,NA,2
2018,12,12,"Alabama A&M","Jacksonville St.","H",48,55,NA,2
2018,12,15,"Alabama A&M","Southeastern La.","H",51,48,NA,2
2018,12,20,"Alabama A&M","North Florida","V",63,62,NA,2
2018,12,21,"Alabama A&M","Jacksonville","N",65,60,NA,2
2019,1,5,"Alabama A&M","Jackson St.","H",NA,NA,NA,2
2019,1,7,"Alabama A&M","Grambling","H",NA,NA,NA,2
2019,1,12,"Alabama A&M","Mississippi Val.","V",NA,NA,NA,2
2019,1,14,"Alabama A&M","Ark.-Pine Bluff","V",NA,NA,NA,2
2019,1,19,"Alabama A&M","Alabama St.","H",NA,NA,NA,2
2019,1,26,"Alabama A&M","Southern U.","H",NA,NA,NA,2
2019,1,28,"Alabama A&M","Alcorn","H",NA,NA,NA,2
2019,2,2,"Alabama A&M","Prairie View","V",NA,NA,NA,2
2019,2,4,"Alabama A&M","Texas Southern","V",NA,NA,NA,2
2019,2,9,"Alabama A&M","Mississippi Val.","H",NA,NA,NA,2
2019,2,11,"Alabama A&M","Ark.-Pine Bluff","H",NA,NA,NA,2
2019,2,16,"Alabama A&M","Alabama St.","V",NA,NA,NA,2
2019,2,23,"Alabama A&M","Southern U.","V",NA,NA,NA,2
2019,2,25,"Alabama A&M","Alcorn","V",NA,NA,NA,2
2019,3,2,"Alabama A&M","Prairie View","H",NA,NA,NA,2
2019,3,4,"Alabama A&M","Texas Southern","H",NA,NA,NA,2
2019,3,7,"Alabama A&M","Jackson St.","V",NA,NA,NA,2
2019,3,9,"Alabama A&M","Grambling","V",NA,NA,NA,2
2018,11,7,"Alabama St.","Kentucky","V",35,87,NA,2
2018,11,11,"Alabama St.","South Carolina","H",38,94,NA,2
2018,11,15,"Alabama St.","Samford","H",51,60,NA,2
2018,11,19,"Alabama St.","North Ala.","V",42,68,NA,2
2018,11,29,"Alabama St.","Troy","V",46,116,NA,2
2018,12,1,"Alabama St.","Mobile","H",69,63,NA,1
2018,12,5,"Alabama St.","Georgia Tech","V",42,69,NA,2
2018,12,9,"Alabama St.","South Alabama","V",65,77,NA,2
2018,12,16,"Alabama St.","UAB","H",47,62,NA,2
2018,12,18,"Alabama St.","Xavier","V",58,87,NA,2
2018,12,29,"Alabama St.","Auburn","V",NA,NA,NA,2
2019,1,5,"Alabama St.","Grambling","H",NA,NA,NA,2
2019,1,7,"Alabama St.","Jackson St.","H",NA,NA,NA,2
2019,1,12,"Alabama St.","Ark.-Pine Bluff","V",NA,NA,NA,2
2019,1,14,"Alabama St.","Mississippi Val.","V",NA,NA,NA,2
2019,1,19,"Alabama St.","Alabama A&M","V",NA,NA,NA,2
2019,1,26,"Alabama St.","Alcorn","H",NA,NA,NA,2
2019,1,28,"Alabama St.","Southern U.","H",NA,NA,NA,2
2019,2,2,"Alabama St.","Texas Southern","V",NA,NA,NA,2
2019,2,4,"Alabama St.","Prairie View","V",NA,NA,NA,2
2019,2,9,"Alabama St.","Ark.-Pine Bluff","H",NA,NA,NA,2
2019,2,11,"Alabama St.","Mississippi Val.","H",NA,NA,NA,2
2019,2,16,"Alabama St.","Alabama A&M","H",NA,NA,NA,2
2019,2,23,"Alabama St.","Alcorn","V",NA,NA,NA,2
2019,2,25,"Alabama St.","Southern U.","V",NA,NA,NA,2
2019,3,2,"Alabama St.","Texas Southern","H",NA,NA,NA,2
2019,3,4,"Alabama St.","Prairie View","H",NA,NA,NA,2
2019,3,7,"Alabama St.","Grambling","V",NA,NA,NA,2
2019,3,9,"Alabama St.","Jackson St.","V",NA,NA,NA,2
2018,11,9,"Albany (NY)","South Fla.","V",37,74,NA,2
2018,11,12,"Albany (NY)","Cornell","V",34,48,NA,2
2018,11,14,"Albany (NY)","Manhattan","H",60,54,NA,2
2018,11,18,"Albany (NY)","Rutgers","V",39,65,NA,2
2018,11,21,"Albany (NY)","Monmouth","V",56,64,NA,2
2018,11,25,"Albany (NY)","Holy Cross","H",50,56,NA,2
2018,11,28,"Albany (NY)","Canisius","H",42,48,NA,2
2018,12,1,"Albany (NY)","Lafayette","V",66,67,2,2
2018,12,5,"Albany (NY)","Central Conn. St.","H",53,60,NA,2
2018,12,8,"Albany (NY)","Marist","H",56,74,NA,2
2018,12,15,"Albany (NY)","St. Francis Brooklyn","V",67,60,NA,2
2018,12,19,"Albany (NY)","Purdue","V",41,53,NA,2
2018,12,29,"Albany (NY)","Columbia","V",NA,NA,NA,2
2019,1,2,"Albany (NY)","Binghamton","H",NA,NA,NA,2
2019,1,5,"Albany (NY)","Vermont","V",NA,NA,NA,2
2019,1,12,"Albany (NY)","Maine","V",NA,NA,NA,2
2019,1,16,"Albany (NY)","UMass Lowell","H",NA,NA,NA,2
2019,1,19,"Albany (NY)","UMBC","H",NA,NA,NA,2
2019,1,23,"Albany (NY)","Stony Brook","V",NA,NA,NA,2
2019,1,26,"Albany (NY)","Hartford","V",NA,NA,NA,2
2019,1,30,"Albany (NY)","New Hampshire","H",NA,NA,NA,2
2019,2,2,"Albany (NY)","Binghamton","V",NA,NA,NA,2
2019,2,9,"Albany (NY)","Vermont","H",NA,NA,NA,2
2019,2,13,"Albany (NY)","UMass Lowell","V",NA,NA,NA,2
2019,2,16,"Albany (NY)","Maine","H",NA,NA,NA,2
2019,2,20,"Albany (NY)","Stony Brook","H",NA,NA,NA,2
2019,2,23,"Albany (NY)","UMBC","V",NA,NA,NA,2
2019,2,27,"Albany (NY)","New Hampshire","V",NA,NA,NA,2
2019,3,2,"Albany (NY)","Hartford","H",NA,NA,NA,2
2018,11,6,"Alcorn","Lane","H",58,70,NA,1
2018,11,10,"Alcorn","UTEP","V",51,77,NA,2
2018,11,15,"Alcorn","Southeastern La.","H",59,77,NA,2
2018,11,20,"Alcorn","Northwestern St.","V",65,78,NA,2
2018,11,28,"Alcorn","Central Ark.","H",46,57,NA,2
2018,11,30,"Alcorn","UAB","V",53,80,NA,2
2018,12,8,"Alcorn","Fisk","H",67,64,NA,1
2018,12,11,"Alcorn","Southern Miss.","V",47,66,NA,2
2018,12,17,"Alcorn","Rust","H",NA,NA,NA,1
2018,12,20,"Alcorn","FIU","V",40,75,NA,2
2018,12,21,"Alcorn","New Mexico St.","N",64,82,NA,2
2018,12,29,"Alcorn","TCU","V",NA,NA,NA,2
2019,1,5,"Alcorn","Texas Southern","H",NA,NA,NA,2
2019,1,7,"Alcorn","Prairie View","H",NA,NA,NA,2
2019,1,12,"Alcorn","Jackson St.","V",NA,NA,NA,2
2019,1,14,"Alcorn","Grambling","V",NA,NA,NA,2
2019,1,19,"Alcorn","Mississippi Val.","H",NA,NA,NA,2
2019,1,21,"Alcorn","Ark.-Pine Bluff","H",NA,NA,NA,2
2019,1,26,"Alcorn","Alabama St.","V",NA,NA,NA,2
2019,1,28,"Alcorn","Alabama A&M","V",NA,NA,NA,2
2019,2,2,"Alcorn","Southern U.","H",NA,NA,NA,2
2019,2,9,"Alcorn","Jackson St.","H",NA,NA,NA,2
2019,2,11,"Alcorn","Grambling","H",NA,NA,NA,2
2019,2,16,"Alcorn","Mississippi Val.","V",NA,NA,NA,2
2019,2,18,"Alcorn","Ark.-Pine Bluff","V",NA,NA,NA,2
2019,2,23,"Alcorn","Alabama St.","H",NA,NA,NA,2
2019,2,25,"Alcorn","Alabama A&M","H",NA,NA,NA,2
2019,3,2,"Alcorn","Southern U.","V",NA,NA,NA,2
2019,3,7,"Alcorn","Texas Southern","V",NA,NA,NA,2
2019,3,9,"Alcorn","Prairie View","V",NA,NA,NA,2
2018,11,9,"American","Tulsa","H",68,52,NA,2
2018,11,14,"American","George Mason","H",86,71,NA,2
2018,11,19,"American","Denver","V",54,83,NA,2
2018,11,23,"American","Hawaii","V",69,57,NA,2
2018,11,24,"American","Stanford","N",49,71,NA,2
2018,11,25,"American","FGCU","N",71,90,NA,2
2018,11,28,"American","UMBC","H",64,42,NA,2
2018,12,5,"American","Virginia","V",54,57,NA,2
2018,12,16,"American","Penn St.","V",59,80,NA,2
2018,12,20,"American","High Point","V",61,66,NA,2
2018,12,29,"American","Ohio","H",NA,NA,NA,2
2019,1,3,"American","Bucknell","V",NA,NA,NA,2
2019,1,6,"American","Colgate","H",NA,NA,NA,2
2019,1,9,"American","Navy","V",NA,NA,NA,2
2019,1,12,"American","Army West Point","H",NA,NA,NA,2
2019,1,16,"American","Loyola Maryland","H",NA,NA,NA,2
2019,1,19,"American","Lehigh","V",NA,NA,NA,2
2019,1,23,"American","Boston U.","H",NA,NA,NA,2
2019,1,26,"American","Lafayette","H",NA,NA,NA,2
2019,1,30,"American","Holy Cross","H",NA,NA,NA,2
2019,2,2,"American","Colgate","V",NA,NA,NA,2
2019,2,9,"American","Army West Point","V",NA,NA,NA,2
2019,2,13,"American","Loyola Maryland","V",NA,NA,NA,2
2019,2,16,"American","Lehigh","H",NA,NA,NA,2
2019,2,20,"American","Boston U.","V",NA,NA,NA,2
2019,2,23,"American","Lafayette","V",NA,NA,NA,2
2019,2,27,"American","Holy Cross","V",NA,NA,NA,2
2019,3,2,"American","Bucknell","H",NA,NA,NA,2
2019,3,6,"American","Navy","H",NA,NA,NA,2
2018,11,9,"Appalachian St.","UAB","V",61,80,NA,2
2018,11,11,"Appalachian St.","Georgia Tech","V",53,71,NA,2
2018,11,15,"Appalachian St.","UNC Greensboro","H",68,65,NA,2
2018,11,17,"Appalachian St.","Davidson","V",81,78,NA,2
2018,11,20,"Appalachian St.","Elon","H",65,62,NA,2
2018,11,25,"Appalachian St.","Marshall","H",74,52,NA,2
2018,11,29,"Appalachian St.","ETSU","V",64,95,NA,2
2018,12,2,"Appalachian St.","Col. of Charleston","H",80,66,NA,2
2018,12,5,"Appalachian St.","South Carolina","V",50,80,NA,2
2018,12,17,"Appalachian St.","Wofford","H",94,70,NA,2
2018,12,21,"Appalachian St.","Clemson","V",48,87,NA,2
2019,1,3,"Appalachian St.","South Alabama","H",NA,NA,NA,2
2019,1,5,"Appalachian St.","Troy","H",NA,NA,NA,2
2019,1,10,"Appalachian St.","UT Arlington","V",NA,NA,NA,2
2019,1,12,"Appalachian St.","Texas St.","V",NA,NA,NA,2
2019,1,19,"Appalachian St.","Coastal Caro.","H",NA,NA,NA,2
2019,1,24,"Appalachian St.","Arkansas St.","H",NA,NA,NA,2
2019,1,26,"Appalachian St.","Little Rock","H",NA,NA,NA,2
2019,1,31,"Appalachian St.","Louisiana","V",NA,NA,NA,2
2019,2,2,"Appalachian St.","La.-Monroe","V",NA,NA,NA,2
2019,2,7,"Appalachian St.","Texas St.","H",NA,NA,NA,2
2019,2,9,"Appalachian St.","UT Arlington","H",NA,NA,NA,2
2019,2,16,"Appalachian St.","Coastal Caro.","V",NA,NA,NA,2
2019,2,21,"Appalachian St.","Georgia St.","V",NA,NA,NA,2
2019,2,23,"Appalachian St.","Ga. Southern","V",NA,NA,NA,2
2019,2,28,"Appalachian St.","La.-Monroe","H",NA,NA,NA,2
2019,3,2,"Appalachian St.","Louisiana","H",NA,NA,NA,2
2019,3,7,"Appalachian St.","Troy","V",NA,NA,NA,2
2019,3,9,"Appalachian St.","South Alabama","V",NA,NA,NA,2
2018,11,9,"Arizona","Idaho St.","H",71,46,NA,2
2018,11,13,"Arizona","Loyola Marymount","H",64,66,NA,2
2018,11,16,"Arizona","Seattle U","N",84,54,NA,2
2018,11,18,"Arizona","Portland","N",92,70,NA,2
2018,11,23,"Arizona","South Carolina St.","H",73,32,NA,2
2018,11,27,"Arizona","Incarnate Word","H",84,42,NA,2
2018,12,2,"Arizona","San Diego St.","V",69,60,NA,2
2018,12,5,"Arizona","Montana","H",100,51,NA,2
2018,12,9,"Arizona","Long Beach St.","V",70,43,NA,2
2018,12,17,"Arizona","UTEP","H",62,40,NA,2
2018,12,21,"Arizona","Northern Ariz.","H",71,47,NA,2
2018,12,30,"Arizona","Arizona St.","H",NA,NA,NA,2
2019,1,4,"Arizona","Colorado","V",NA,NA,NA,2
2019,1,6,"Arizona","Utah","V",NA,NA,NA,2
2019,1,11,"Arizona","California","H",NA,NA,NA,2
2019,1,13,"Arizona","Stanford","H",NA,NA,NA,2
2019,1,18,"Arizona","Oregon St.","V",NA,NA,NA,2
2019,1,20,"Arizona","Oregon","V",NA,NA,NA,2
2019,1,25,"Arizona","Southern California","H",NA,NA,NA,2
2019,1,27,"Arizona","UCLA","H",NA,NA,NA,2
2019,2,1,"Arizona","Arizona St.","V",NA,NA,NA,2
2019,2,7,"Arizona","Washington","V",NA,NA,NA,2
2019,2,9,"Arizona","Washington St.","V",NA,NA,NA,2
2019,2,15,"Arizona","Utah","H",NA,NA,NA,2
2019,2,17,"Arizona","Colorado","H",NA,NA,NA,2
2019,2,22,"Arizona","Stanford","V",NA,NA,NA,2
2019,2,24,"Arizona","California","V",NA,NA,NA,2
2019,3,1,"Arizona","Oregon","H",NA,NA,NA,2
2019,3,3,"Arizona","Oregon St.","H",NA,NA,NA,2
2018,11,6,"Arizona St.","Incarnate Word","H",81,43,NA,2
2018,11,11,"Arizona St.","Baylor","H",59,65,NA,2
2018,11,18,"Arizona St.","Arkansas","V",88,85,NA,2
2018,11,23,"Arizona St.","Louisville","N",56,58,NA,2
2018,11,24,"Arizona St.","Southern Ill.","N",82,38,NA,2
2018,12,1,"Arizona St.","Louisiana Tech","H",80,44,NA,2
2018,12,2,"Arizona St.","Tulsa","H",70,52,NA,2
2018,12,7,"Arizona St.","Southern U.","H",69,47,NA,2
2018,12,9,"Arizona St.","Colorado St.","V",70,39,NA,2
2018,12,16,"Arizona St.","Kansas St.","N",65,51,NA,2
2018,12,20,"Arizona St.","Fresno St.","H",68,52,NA,2
2018,12,30,"Arizona St.","Arizona","V",NA,NA,NA,2
2019,1,4,"Arizona St.","Utah","V",NA,NA,NA,2
2019,1,6,"Arizona St.","Colorado","V",NA,NA,NA,2
2019,1,11,"Arizona St.","Stanford","H",NA,NA,NA,2
2019,1,13,"Arizona St.","California","H",NA,NA,NA,2
2019,1,18,"Arizona St.","Oregon","V",NA,NA,NA,2
2019,1,20,"Arizona St.","Oregon St.","V",NA,NA,NA,2
2019,1,25,"Arizona St.","UCLA","H",NA,NA,NA,2
2019,1,27,"Arizona St.","Southern California","H",NA,NA,NA,2
2019,2,1,"Arizona St.","Arizona","H",NA,NA,NA,2
2019,2,7,"Arizona St.","Washington St.","V",NA,NA,NA,2
2019,2,9,"Arizona St.","Washington","V",NA,NA,NA,2
2019,2,15,"Arizona St.","Colorado","H",NA,NA,NA,2
2019,2,17,"Arizona St.","Utah","H",NA,NA,NA,2
2019,2,22,"Arizona St.","California","V",NA,NA,NA,2
2019,2,24,"Arizona St.","Stanford","V",NA,NA,NA,2
2019,3,1,"Arizona St.","Oregon St.","H",NA,NA,NA,2
2019,3,3,"Arizona St.","Oregon","H",NA,NA,NA,2
2018,11,7,"Ark.-Pine Bluff","Wichita St.","V",39,76,NA,2
2018,11,14,"Ark.-Pine Bluff","Oregon St.","V",33,89,NA,2
2018,11,20,"Ark.-Pine Bluff","Minnesota","V",42,84,NA,2
2018,12,2,"Ark.-Pine Bluff","Paul Quinn","N",68,52,NA,1
2018,12,10,"Ark.-Pine Bluff","Tougaloo","H",68,60,NA,1
2018,12,18,"Ark.-Pine Bluff","Philander Smith","H",48,53,NA,1
2019,1,5,"Ark.-Pine Bluff","Mississippi Val.","H",NA,NA,NA,2
2019,1,9,"Ark.-Pine Bluff","LeMoyne-Owen","H",NA,NA,NA,1
2019,1,12,"Ark.-Pine Bluff","Alabama St.","H",NA,NA,NA,2
2019,1,14,"Ark.-Pine Bluff","Alabama A&M","H",NA,NA,NA,2
2019,1,19,"Ark.-Pine Bluff","Southern U.","V",NA,NA,NA,2
2019,1,21,"Ark.-Pine Bluff","Alcorn","V",NA,NA,NA,2
2019,1,26,"Ark.-Pine Bluff","Texas Southern","H",NA,NA,NA,2
2019,1,28,"Ark.-Pine Bluff","Prairie View","H",NA,NA,NA,2
2019,2,2,"Ark.-Pine Bluff","Grambling","V",NA,NA,NA,2
2019,2,4,"Ark.-Pine Bluff","Jackson St.","V",NA,NA,NA,2
2019,2,9,"Ark.-Pine Bluff","Alabama St.","V",NA,NA,NA,2
2019,2,11,"Ark.-Pine Bluff","Alabama A&M","V",NA,NA,NA,2
2019,2,16,"Ark.-Pine Bluff","Southern U.","H",NA,NA,NA,2
2019,2,18,"Ark.-Pine Bluff","Alcorn","H",NA,NA,NA,2
2019,2,23,"Ark.-Pine Bluff","Texas Southern","V",NA,NA,NA,2
2019,2,25,"Ark.-Pine Bluff","Prairie View","V",NA,NA,NA,2
2019,3,2,"Ark.-Pine Bluff","Grambling","H",NA,NA,NA,2
2019,3,4,"Ark.-Pine Bluff","Jackson St.","H",NA,NA,NA,2
2019,3,9,"Ark.-Pine Bluff","Mississippi Val.","V",NA,NA,NA,2
2018,11,9,"Arkansas","Northwestern St.","H",98,53,NA,2
2018,11,14,"Arkansas","UT Arlington","V",66,65,NA,2
2018,11,18,"Arkansas","Arizona St.","H",85,88,NA,2
2018,11,23,"Arkansas","Tennessee St.","N",79,55,NA,2
2018,11,24,"Arkansas","Pittsburgh","N",54,61,NA,2
2018,11,25,"Arkansas","Wisconsin","N",69,68,NA,2
2018,11,28,"Arkansas","Oral Roberts","H",74,61,NA,2
2018,12,2,"Arkansas","Iowa St.","V",82,91,NA,2
2018,12,4,"Arkansas","Tennessee Tech","H",65,42,NA,2
2018,12,8,"Arkansas","Abilene Christian","V",80,68,NA,2
2018,12,16,"Arkansas","Prairie View","H",71,44,NA,2
