"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1"
2018,2,28,"Abilene Christian","SFA","H",NA,NA,NA,2
2018,3,3,"Abilene Christian","Incarnate Word","V",NA,NA,NA,2
2017,11,10,"Air Force","Denver","H",54,75,NA,2
2017,11,14,"Air Force","Eastern Wash.","H",63,65,1,2
2017,11,17,"Air Force","SIUE","V",40,76,NA,2
2017,11,19,"Air Force","FIU","V",69,70,NA,2
2017,11,22,"Air Force","Navy","V",64,71,NA,2
2017,12,2,"Air Force","Army West Point","H",59,65,NA,2
2017,12,7,"Air Force","Utah Valley","V",56,59,NA,2
2017,12,9,"Air Force","Weber St.","V",52,62,NA,2
2017,12,15,"Air Force","Colorado","H",43,68,NA,2
2017,12,20,"Air Force","Louisville","H",50,62,NA,2
2017,12,28,"Air Force","New Mexico","H",59,88,NA,2
2017,12,30,"Air Force","Fresno St.","H",58,64,NA,2
2018,1,6,"Air Force","Nevada","V",60,70,NA,2
2018,1,10,"Air Force","UNLV","V",57,69,NA,2
2018,1,13,"Air Force","San Jose St.","H",74,75,NA,2
2018,1,17,"Air Force","Colorado St.","H",39,40,NA,2
2018,1,24,"Air Force","Utah St.","H",57,50,NA,2
2018,1,27,"Air Force","Boise St.","V",46,49,NA,2
2018,1,29,"Air Force","Fresno St.","V",48,64,NA,2
2018,2,3,"Air Force","San Diego St.","H",61,51,NA,2
2018,2,7,"Air Force","Colorado St.","V",NA,NA,NA,2
2018,2,10,"Air Force","New Mexico","V",NA,NA,NA,2
2018,2,14,"Air Force","UNLV","H",NA,NA,NA,2
2018,2,17,"Air Force","Boise St.","H",NA,NA,NA,2
2018,2,21,"Air Force","San Diego St.","V",NA,NA,NA,2
2018,2,24,"Air Force","Utah St.","V",NA,NA,NA,2
2018,2,27,"Air Force","Wyoming","H",NA,NA,NA,2
2018,3,2,"Air Force","San Jose St.","V",NA,NA,NA,2
2017,11,12,"Akron","Bucknell","V",52,63,NA,2
2017,11,17,"Akron","Southeastern La.","H",66,54,NA,2
2017,11,18,"Akron","FGCU","H",63,82,NA,2
2017,11,22,"Akron","Eastern Ky.","H",62,45,NA,2
2017,11,28,"Akron","Winthrop","H",69,43,NA,2
2017,12,2,"Akron","Maryland","H",54,75,NA,2
2017,12,5,"Akron","Youngstown St.","H",75,58,NA,2
2017,12,9,"Akron","Duquesne","V",60,66,NA,2
2017,12,20,"Akron","SIUE","N",59,58,NA,2
2017,12,21,"Akron","Harvard","N",63,76,NA,2
2017,12,30,"Akron","Buffalo","H",66,89,NA,2
2018,1,3,"Akron","Toledo","V",54,60,NA,2
2018,1,6,"Akron","Ohio","V",67,70,1,2
2018,1,10,"Akron","Ball St.","H",61,74,NA,2
2018,1,13,"Akron","Bowling Green","H",64,66,NA,2
2018,1,17,"Akron","Miami (OH)","V",67,75,NA,2
2018,1,20,"Akron","Central Mich.","H",86,95,NA,2
2018,1,24,"Akron","Western Mich.","H",51,59,NA,2
2018,1,27,"Akron","Kent St.","H",75,60,NA,2
2018,1,31,"Akron","Ball St.","V",65,97,NA,2
2018,2,3,"Akron","Western Mich.","V",60,76,NA,2
2018,2,7,"Akron","Northern Ill.","H",NA,NA,NA,2
2018,2,10,"Akron","Eastern Mich.","V",NA,NA,NA,2
2018,2,17,"Akron","Buffalo","V",NA,NA,NA,2
2018,2,21,"Akron","Miami (OH)","H",NA,NA,NA,2
2018,2,24,"Akron","Kent St.","V",NA,NA,NA,2
2018,2,28,"Akron","Bowling Green","V",NA,NA,NA,2
2018,3,3,"Akron","Ohio","H",NA,NA,NA,2
2017,11,10,"Alabama","Alabama A&M","H",90,32,NA,2
2017,11,13,"Alabama","Utah","H",65,60,NA,2
2017,11,16,"Alabama","Jacksonville","H",75,60,NA,2
2017,11,19,"Alabama","Ga. Southern","V",84,36,NA,2
2017,11,23,"Alabama","North Carolina St.","N",49,68,NA,2
2017,11,24,"Alabama","Elon","N",55,60,NA,2
2017,12,1,"Alabama","TCU","V",67,88,NA,2
2017,12,7,"Alabama","Lipscomb","V",73,51,NA,2
2017,12,10,"Alabama","Grambling","H",73,49,NA,2
2017,12,17,"Alabama","SMU","H",59,44,NA,2
2017,12,19,"Alabama","Missouri St.","H",65,61,NA,2
2017,12,20,"Alabama","Murray St.","H",68,47,NA,2
2017,12,28,"Alabama","Florida A&M","H",91,55,NA,2
2017,12,31,"Alabama","Missouri","H",56,62,NA,2
2018,1,4,"Alabama","Florida","V",63,54,NA,2
2018,1,7,"Alabama","Arkansas","V",83,76,NA,2
2018,1,11,"Alabama","LSU","H",65,51,NA,2
2018,1,14,"Alabama","Mississippi St.","V",61,75,NA,2
2018,1,18,"Alabama","Texas A&M","H",54,73,NA,2
2018,1,21,"Alabama","Vanderbilt","H",77,75,NA,2
2018,1,25,"Alabama","Kentucky","V",54,79,NA,2
2018,1,28,"Alabama","Auburn","V",60,69,NA,2
2018,2,4,"Alabama","Arkansas","H",NA,NA,NA,2
2018,2,8,"Alabama","South Carolina","H",NA,NA,NA,2
2018,2,11,"Alabama","Ole Miss","V",NA,NA,NA,2
2018,2,15,"Alabama","Tennessee","V",NA,NA,NA,2
2018,2,18,"Alabama","Auburn","H",NA,NA,NA,2
2018,2,22,"Alabama","Georgia","H",NA,NA,NA,2
2018,2,25,"Alabama","LSU","V",NA,NA,NA,2
2017,11,10,"Alabama A&M","Alabama","V",32,90,NA,2
2017,11,15,"Alabama A&M","Evansville","H",70,56,NA,2
2017,11,18,"Alabama A&M","Tennessee St.","V",77,75,NA,2
2017,11,21,"Alabama A&M","Austin Peay","H",52,55,NA,2
2017,11,25,"Alabama A&M","FIU","V",58,51,NA,2
2017,11,26,"Alabama A&M","Hartford","N",47,56,NA,2
2017,12,1,"Alabama A&M","Murray St.","H",71,54,NA,2
2017,12,12,"Alabama A&M","Jacksonville St.","V",33,49,NA,2
2017,12,17,"Alabama A&M","UAB","V",58,85,NA,2
2017,12,21,"Alabama A&M","Southeastern La.","V",76,74,NA,2
2017,12,29,"Alabama A&M","Lipscomb","V",50,66,NA,2
2018,1,1,"Alabama A&M","Grambling","V",49,78,NA,2
2018,1,3,"Alabama A&M","Jackson St.","V",43,59,NA,2
2018,1,6,"Alabama A&M","Ark.-Pine Bluff","H",52,49,NA,2
2018,1,8,"Alabama A&M","Mississippi Val.","H",65,48,NA,2
2018,1,13,"Alabama A&M","Alabama St.","V",78,69,NA,2
2018,1,20,"Alabama A&M","Alcorn","V",52,57,NA,2
2018,1,22,"Alabama A&M","Southern U.","V",62,77,NA,2
2018,1,27,"Alabama A&M","Texas Southern","H",49,55,NA,2
2018,1,29,"Alabama A&M","Prairie View","H",48,55,NA,2
2018,2,3,"Alabama A&M","Ark.-Pine Bluff","V",48,57,NA,2
2018,2,5,"Alabama A&M","Mississippi Val.","V",NA,NA,NA,2
2018,2,10,"Alabama A&M","Alabama St.","H",NA,NA,NA,2
2018,2,17,"Alabama A&M","Alcorn","H",NA,NA,NA,2
2018,2,19,"Alabama A&M","Southern U.","H",NA,NA,NA,2
2018,2,24,"Alabama A&M","Texas Southern","V",NA,NA,NA,2
2018,2,26,"Alabama A&M","Prairie View","V",NA,NA,NA,2
2018,3,1,"Alabama A&M","Grambling","H",NA,NA,NA,2
2018,3,3,"Alabama A&M","Jackson St.","H",NA,NA,NA,2
2017,11,10,"Alabama St.","South Carolina","V",31,99,NA,2
2017,11,13,"Alabama St.","Savannah St.","H",81,61,NA,2
2017,11,16,"Alabama St.","Troy","H",63,93,NA,2
2017,11,19,"Alabama St.","Samford","V",39,58,NA,2
2017,11,24,"Alabama St.","SFA","N",50,77,NA,2
2017,11,25,"Alabama St.","Southern Miss.","V",35,72,NA,2
2017,11,28,"Alabama St.","South Ala.","H",47,59,NA,2
2017,12,3,"Alabama St.","Tennessee","V",51,104,NA,2
2017,12,15,"Alabama St.","Miami (FL)","V",31,79,NA,2
2017,12,19,"Alabama St.","UAB","V",44,61,NA,2
2018,1,1,"Alabama St.","Jackson St.","V",61,70,NA,2
2018,1,3,"Alabama St.","Grambling","V",71,93,NA,2
2018,1,6,"Alabama St.","Mississippi Val.","H",76,41,NA,2
2018,1,8,"Alabama St.","Ark.-Pine Bluff","H",63,54,NA,2
2018,1,13,"Alabama St.","Alabama A&M","H",69,78,NA,2
2018,1,20,"Alabama St.","Southern U.","V",58,66,NA,2
2018,1,22,"Alabama St.","Alcorn","V",41,73,NA,2
2018,1,27,"Alabama St.","Prairie View","H",70,68,NA,2
2018,1,29,"Alabama St.","Texas Southern","H",39,71,NA,2
2018,2,3,"Alabama St.","Mississippi Val.","V",70,62,NA,2
2018,2,5,"Alabama St.","Ark.-Pine Bluff","V",NA,NA,NA,2
2018,2,10,"Alabama St.","Alabama A&M","V",NA,NA,NA,2
2018,2,17,"Alabama St.","Southern U.","H",NA,NA,NA,2
2018,2,19,"Alabama St.","Alcorn","H",NA,NA,NA,2
2018,2,24,"Alabama St.","Prairie View","V",NA,NA,NA,2
2018,2,26,"Alabama St.","Texas Southern","V",NA,NA,NA,2
2018,3,1,"Alabama St.","Jackson St.","H",NA,NA,NA,2
2018,3,3,"Alabama St.","Grambling","H",NA,NA,NA,2
2017,11,10,"Albany (NY)","Maryland","V",58,91,NA,2
2017,11,16,"Albany (NY)","Monmouth","V",68,44,NA,2
2017,11,19,"Albany (NY)","Fordham","H",59,52,1,2
2017,11,22,"Albany (NY)","Wagner","H",89,44,NA,2
2017,11,27,"Albany (NY)","Central Conn. St.","V",72,60,NA,2
2017,11,30,"Albany (NY)","St. John's (NY)","H",66,71,NA,2
2017,12,3,"Albany (NY)","Holy Cross","V",65,56,NA,2
2017,12,6,"Albany (NY)","Manhattan","V",62,56,NA,2
2017,12,9,"Albany (NY)","Siena","V",78,63,NA,2
2017,12,17,"Albany (NY)","St. Bonaventure","H",69,52,NA,2
2017,12,19,"Albany (NY)","Southern Ill.","N",68,57,NA,2
2017,12,21,"Albany (NY)","Northern Ill.","N",97,91,1,2
2017,12,30,"Albany (NY)","Dartmouth","H",76,61,NA,2
2018,1,3,"Albany (NY)","Hartford","V",55,70,NA,2
2018,1,6,"Albany (NY)","New Hampshire","H",66,53,NA,2
2018,1,10,"Albany (NY)","Stony Brook","V",72,68,1,2
2018,1,13,"Albany (NY)","Maine","H",68,54,NA,2
2018,1,15,"Albany (NY)","Binghamton","H",63,46,NA,2
2018,1,18,"Albany (NY)","UMass Lowell","V",61,52,NA,2
2018,1,21,"Albany (NY)","UMBC","V",78,75,NA,2
2018,1,24,"Albany (NY)","Vermont","H",67,55,NA,2
2018,1,27,"Albany (NY)","Stony Brook","H",64,58,NA,2
2018,2,3,"Albany (NY)","New Hampshire","V",68,74,NA,2
2018,2,5,"Albany (NY)","UMass Lowell","H",NA,NA,NA,2
2018,2,8,"Albany (NY)","Vermont","V",NA,NA,NA,2
2018,2,11,"Albany (NY)","Hartford","H",NA,NA,NA,2
2018,2,17,"Albany (NY)","UMBC","H",NA,NA,NA,2
2018,2,22,"Albany (NY)","Binghamton","V",NA,NA,NA,2
2018,2,25,"Albany (NY)","Maine","V",NA,NA,NA,2
2017,11,10,"Alcorn","Southeastern La.","V",84,77,1,2
2017,11,20,"Alcorn","Central Ark.","V",52,75,NA,2
2017,11,24,"Alcorn","Southern Miss.","V",67,72,NA,2
2017,11,25,"Alcorn","SFA","N",79,83,1,2
2017,12,15,"Alcorn","Oral Roberts","N",52,76,NA,2
2017,12,16,"Alcorn","Wichita St.","V",46,87,NA,2
2017,12,20,"Alcorn","Louisiana","V",47,67,NA,2
2017,12,29,"Alcorn","Louisiana Tech","V",50,87,NA,2
2018,1,1,"Alcorn","Prairie View","V",73,72,NA,2
2018,1,3,"Alcorn","Texas Southern","V",57,91,NA,2
2018,1,6,"Alcorn","Jackson St.","H",51,74,NA,2
2018,1,8,"Alcorn","Grambling","H",68,75,NA,2
2018,1,13,"Alcorn","Mississippi Val.","V",76,70,NA,2
2018,1,15,"Alcorn","Ark.-Pine Bluff","V",80,77,NA,2
2018,1,20,"Alcorn","Alabama A&M","H",57,52,NA,2
2018,1,22,"Alcorn","Alabama St.","H",73,41,NA,2
2018,1,27,"Alcorn","Southern U.","V",56,64,NA,2
2018,2,3,"Alcorn","Jackson St.","V",69,94,NA,2
2018,2,5,"Alcorn","Grambling","V",NA,NA,NA,2
2018,2,10,"Alcorn","Mississippi Val.","H",NA,NA,NA,2
2018,2,12,"Alcorn","Ark.-Pine Bluff","H",NA,NA,NA,2
2018,2,17,"Alcorn","Alabama A&M","V",NA,NA,NA,2
2018,2,19,"Alcorn","Alabama St.","V",NA,NA,NA,2
2018,2,24,"Alcorn","Southern U.","H",NA,NA,NA,2
2018,3,1,"Alcorn","Prairie View","H",NA,NA,NA,2
2018,3,3,"Alcorn","Texas Southern","H",NA,NA,NA,2
2017,11,10,"American","Tulsa","V",72,67,NA,2
2017,11,13,"American","La Salle","H",66,48,NA,2
2017,11,16,"American","Delaware","V",56,72,NA,2
2017,11,20,"American","George Mason","V",53,71,NA,2
2017,11,24,"American","Vermont","V",64,62,NA,2
2017,11,25,"American","Villanova","N",60,65,NA,2
2017,11,29,"American","UMBC","V",61,48,NA,2
2017,12,2,"American","Youngstown St.","H",78,72,1,2
2017,12,9,"American","Denver","H",66,53,NA,2
2017,12,17,"American","George Washington","V",44,61,NA,2
2017,12,20,"American","Penn St.","H",75,66,1,2
2017,12,29,"American","Bucknell","H",68,58,NA,2
2018,1,2,"American","Colgate","V",77,55,NA,2
2018,1,5,"American","Navy","H",46,41,NA,2
2018,1,8,"American","Army West Point","V",64,46,NA,2
2018,1,11,"American","Loyola Maryland","V",71,58,NA,2
2018,1,14,"American","Lehigh","H",82,64,NA,2
2018,1,17,"American","Boston U.","H",66,50,NA,2
2018,1,20,"American","Lafayette","V",74,67,NA,2
2018,1,24,"American","Holy Cross","V",68,63,1,2
2018,1,27,"American","Colgate","H",67,44,NA,2
2018,2,3,"American","Army West Point","H",71,63,1,2
2018,2,7,"American","Loyola Maryland","H",NA,NA,NA,2
2018,2,10,"American","Lehigh","V",NA,NA,NA,2
2018,2,14,"American","Boston U.","V",NA,NA,NA,2
2018,2,17,"American","Lafayette","H",NA,NA,NA,2
2018,2,21,"American","Holy Cross","H",NA,NA,NA,2
2018,2,24,"American","Bucknell","V",NA,NA,NA,2
2018,2,28,"American","Navy","V",NA,NA,NA,2
2017,11,10,"Appalachian St.","Georgia Tech","H",41,75,NA,2
2017,11,12,"Appalachian St.","Radford","V",40,61,NA,2
2017,11,15,"Appalachian St.","ETSU","H",57,70,NA,2
2017,11,19,"Appalachian St.","Davidson","H",57,59,NA,2
2017,11,21,"Appalachian St.","N.C. A&T","V",56,81,NA,2
2017,11,26,"Appalachian St.","Col. of Charleston","V",76,70,NA,2
2017,12,1,"Appalachian St.","UAB","H",59,70,NA,2
2017,12,3,"Appalachian St.","North Carolina","V",43,56,NA,2
2017,12,7,"Appalachian St.","Wake Forest","V",49,78,NA,2
2017,12,16,"Appalachian St.","Marshall","V",56,54,NA,2
2017,12,21,"Appalachian St.","UNC Asheville","V",60,69,1,2
2017,12,29,"Appalachian St.","Texas St.","H",54,69,NA,2
2017,12,31,"Appalachian St.","UT Arlington","H",60,64,NA,2
2018,1,4,"Appalachian St.","Louisiana","V",45,61,NA,2
2018,1,6,"Appalachian St.","La.-Monroe","V",71,67,NA,2
2018,1,11,"Appalachian St.","Georgia St.","H",77,62,NA,2
2018,1,13,"Appalachian St.","Ga. Southern","H",87,56,NA,2
2018,1,20,"Appalachian St.","South Ala.","V",52,54,NA,2
2018,1,22,"Appalachian St.","Troy","V",74,81,NA,2
2018,1,25,"Appalachian St.","Little Rock","H",40,52,NA,2
2018,1,27,"Appalachian St.","Arkansas St.","H",68,66,NA,2
2018,2,1,"Appalachian St.","UT Arlington","V",48,49,NA,2
2018,2,3,"Appalachian St.","Texas St.","V",NA,NA,NA,2
2018,2,10,"Appalachian St.","Coastal Caro.","V",NA,NA,NA,2
2018,2,15,"Appalachian St.","South Ala.","H",NA,NA,NA,2
2018,2,17,"Appalachian St.","Troy","H",NA,NA,NA,2
2018,2,22,"Appalachian St.","Arkansas St.","V",NA,NA,NA,2
2018,2,24,"Appalachian St.","Little Rock","V",NA,NA,NA,2
2018,3,3,"Appalachian St.","Coastal Caro.","H",NA,NA,NA,2
2017,11,10,"Arizona","Iona","H",71,58,NA,2
2017,11,17,"Arizona","Utah St.","V",65,49,NA,2
2017,11,21,"Arizona","Loyola Marymount","V",70,84,NA,2
2017,11,24,"Arizona","TCU","N",59,68,NA,2
2017,11,25,"Arizona","CSUN","V",63,66,NA,2
2017,11,28,"Arizona","Long Beach St.","H",72,80,NA,2
2017,12,3,"Arizona","San Diego St.","H",67,78,NA,2
2017,12,7,"Arizona","Northern Ariz.","V",66,84,NA,2
2017,12,14,"Arizona","New Mexico St.","H",83,44,NA,2
2017,12,17,"Arizona","Hawaii","H",60,65,NA,2
2017,12,20,"Arizona","Southern Utah","H",76,74,2,2
2017,12,29,"Arizona","Utah","V",55,89,NA,2
2017,12,31,"Arizona","Colorado","V",60,79,NA,2
2018,1,5,"Arizona","Stanford","H",46,61,NA,2
2018,1,7,"Arizona","California","H",51,53,NA,2
2018,1,12,"Arizona","Oregon","V",44,62,NA,2
2018,1,14,"Arizona","Oregon St.","V",48,88,NA,2
2018,1,19,"Arizona","Colorado","H",72,63,NA,2
2018,1,21,"Arizona","Utah","H",56,80,NA,2
2018,1,26,"Arizona","California","V",39,63,NA,2
2018,1,28,"Arizona","Stanford","V",42,79,NA,2
2018,2,2,"Arizona","Washington St.","H",60,78,NA,2
2018,2,4,"Arizona","Washington","H",NA,NA,NA,2
2018,2,9,"Arizona","UCLA","V",NA,NA,NA,2
2018,2,11,"Arizona","Southern California","V",NA,NA,NA,2
2018,2,16,"Arizona","Arizona St.","V",NA,NA,NA,2
2018,2,18,"Arizona","Arizona St.","H",NA,NA,NA,2
2018,2,23,"Arizona","Oregon St.","H",NA,NA,NA,2
2018,2,25,"Arizona","Oregon","H",NA,NA,NA,2
2017,11,12,"Arizona St.","UTSA","H",74,42,NA,2
2017,11,15,"Arizona St.","Fresno St.","V",81,49,NA,2
2017,11,18,"Arizona St.","Sacramento St.","H",106,58,NA,2
2017,11,19,"Arizona St.","Colgate","H",65,54,NA,2
2017,11,23,"Arizona St.","Mississippi St.","N",57,65,NA,2
2017,11,24,"Arizona St.","Green Bay","N",48,61,NA,2
2017,11,25,"Arizona St.","Columbia","N",72,48,NA,2
2017,12,2,"Arizona St.","Buffalo","H",76,57,NA,2
2017,12,3,"Arizona St.","UC Riverside","H",73,48,NA,2
2017,12,10,"Arizona St.","Florida St.","V",66,77,NA,2
2017,12,18,"Arizona St.","Idaho","H",77,33,NA,2
2017,12,21,"Arizona St.","Arkansas","H",89,43,NA,2
2017,12,29,"Arizona St.","Colorado","V",72,47,NA,2
2017,12,31,"Arizona St.","Utah","V",83,81,NA,2
2018,1,5,"Arizona St.","California","H",80,71,NA,2
2018,1,7,"Arizona St.","Stanford","H",73,66,NA,2
2018,1,12,"Arizona St.","Oregon St.","V",54,57,NA,2
2018,1,14,"Arizona St.","Oregon","V",64,74,NA,2
2018,1,19,"Arizona St.","Utah","H",56,58,NA,2
2018,1,21,"Arizona St.","Colorado","H",73,59,NA,2
2018,1,26,"Arizona St.","Stanford","V",50,74,NA,2
2018,1,28,"Arizona St.","California","V",57,42,NA,2
2018,2,2,"Arizona St.","Washington","H",61,41,NA,2
2018,2,4,"Arizona St.","Washington St.","H",NA,NA,NA,2
2018,2,9,"Arizona St.","Southern California","V",NA,NA,NA,2
2018,2,11,"Arizona St.","UCLA","V",NA,NA,NA,2
2018,2,16,"Arizona St.","Arizona","H",NA,NA,NA,2
2018,2,18,"Arizona St.","Arizona","V",NA,NA,NA,2
2018,2,23,"Arizona St.","Oregon","H",NA,NA,NA,2
2018,2,25,"Arizona St.","Oregon St.","H",NA,NA,NA,2
2017,11,19,"Ark.-Pine Bluff","Texas Tech","V",47,74,NA,2
2017,11,25,"Ark.-Pine Bluff","Dayton","V",43,81,NA,2
2017,11,29,"Ark.-Pine Bluff","Austin Peay","V",61,97,NA,2
2017,12,2,"Ark.-Pine Bluff","Nebraska","V",52,73,NA,2
2017,12,5,"Ark.-Pine Bluff","Tulsa","V",37,87,NA,2
2017,12,9,"Ark.-Pine Bluff","Iowa","V",45,85,NA,2
2017,12,21,"Ark.-Pine Bluff","Towson","N",44,70,NA,2
2017,12,22,"Ark.-Pine Bluff","Oakland","N",37,69,NA,2
2018,1,1,"Ark.-Pine Bluff","Mississippi Val.","V",64,59,NA,2
2018,1,6,"Ark.-Pine Bluff","Alabama A&M","V",49,52,NA,2
2018,1,8,"Ark.-Pine Bluff","Alabama St.","V",54,63,NA,2
2018,1,13,"Ark.-Pine Bluff","Southern U.","H",52,71,NA,2
2018,1,15,"Ark.-Pine Bluff","Alcorn","H",77,80,NA,2
2018,1,20,"Ark.-Pine Bluff","Prairie View","V",52,64,NA,2
2018,1,22,"Ark.-Pine Bluff","Texas Southern","V",52,58,NA,2
2018,1,27,"Ark.-Pine Bluff","Grambling","H",57,66,NA,2
2018,1,29,"Ark.-Pine Bluff","Jackson St.","H",54,60,NA,2
2018,2,3,"Ark.-Pine Bluff","Alabama A&M","H",57,48,NA,2
2018,2,5,"Ark.-Pine Bluff","Alabama St.","H",NA,NA,NA,2
2018,2,10,"Ark.-Pine Bluff","Southern U.","V",NA,NA,NA,2
2018,2,12,"Ark.-Pine Bluff","Alcorn","V",NA,NA,NA,2
2018,2,17,"Ark.-Pine Bluff","Prairie View","H",NA,NA,NA,2
2018,2,19,"Ark.-Pine Bluff","Texas Southern","H",NA,NA,NA,2
2018,2,24,"Ark.-Pine Bluff","Grambling","V",NA,NA,NA,2
2018,2,26,"Ark.-Pine Bluff","Jackson St.","V",NA,NA,NA,2
2018,3,1,"Ark.-Pine Bluff","Mississippi Val.","H",NA,NA,NA,2
2017,11,10,"Arkansas","Sam Houston St.","H",65,54,NA,2
2017,11,12,"Arkansas","Samford","H",84,63,NA,2
2017,11,16,"Arkansas","Nebraska","V",69,80,NA,2
2017,11,20,"Arkansas","Oral Roberts","V",77,66,NA,2
2017,11,24,"Arkansas","UTEP","V",61,64,NA,2
2017,11,25,"Arkansas","New Mexico St.","N",69,60,NA,2
2017,11,29,"Arkansas","Abilene Christian","H",79,65,NA,2
2017,12,3,"Arkansas","Kansas","V",60,71,NA,2
2017,12,7,"Arkansas","Charlotte","H",73,72,NA,2
2017,12,10,"Arkansas","Tulsa","H",67,41,NA,2
2017,12,17,"Arkansas","UT Arlington","H",91,57,NA,2
2017,12,21,"Arkansas","Arizona St.","V",43,89,NA,2
2017,12,28,"Arkansas","Grambling","H",79,62,NA,2
2017,12,31,"Arkansas","Ole Miss","H",73,72,NA,2
2018,1,4,"Arkansas","Mississippi St.","V",69,111,NA,2
2018,1,7,"Arkansas","Alabama","H",76,83,NA,2
2018,1,11,"Arkansas","Georgia","V",65,78,NA,2
2018,1,14,"Arkansas","Auburn","V",68,58,NA,2
2018,1,18,"Arkansas","Florida","H",51,65,NA,2
2018,1,21,"Arkansas","Missouri","V",54,88,NA,2
2018,1,25,"Arkansas","South Carolina","V",42,90,NA,2
2018,1,29,"Arkansas","Kentucky","H",65,76,NA,2
2018,2,4,"Arkansas","Alabama","V",NA,NA,NA,2
2018,2,8,"Arkansas","Tennessee","H",NA,NA,NA,2
2018,2,11,"Arkansas","Missouri","H",NA,NA,NA,2
2018,2,15,"Arkansas","Kentucky","V",NA,NA,NA,2
2018,2,18,"Arkansas","LSU","H",NA,NA,NA,2
2018,2,22,"Arkansas","Texas A&M","H",NA,NA,NA,2
2018,2,25,"Arkansas","Vanderbilt","V",NA,NA,NA,2
2017,11,11,"Arkansas St.","Indiana","V",51,93,NA,2
2017,11,14,"Arkansas St.","Florida","V",70,69,NA,2
2017,11,17,"Arkansas St.","South Fla.","V",55,98,NA,2
2017,11,21,"Arkansas St.","UT Martin","H",84,73,NA,2
2017,11,25,"Arkansas St.","Pittsburgh","V",47,87,NA,2
2017,11,30,"Arkansas St.","Tennessee St.","H",68,62,NA,2
